id_paper,id_data,species,order,body_part,morphology,environmental_condition,genetic.epigenetic_mechanism,genetic.epigenetic_mechanism_filtered,plasticity.or.adaptation,author,title,year,journal,volume,doi
1026,de116,Bicyclus anynana,Lepidoptera,wing,color,season,gene expression,transcriptomic,plasticity,Oostra; Vicencio and Saastamoinen; Marjo and Zwaan; Bas J. and Wheat; Christopher W.,Strong phenotypic plasticity limits potential for evolutionary responses to climate change,2018,Nature Communications,9,10.1038/s41467-018-03384-9
1031,de91,Apis mellifera,Hymenoptera,body,overall development,caste,acetylation,epigenetic,plasticity,Wojciechowski; Marek and Lowe; Robert and Maleszka; Joanna and Conn; Danyal and Maleszka; Ryszard and Hurd; Paul J.,Phenotypically distinct female castes in honey bees are defined by alternative chromatin states during larval development,2018,Genome Research,28,10.1101/gr.236497.118
1031,de92,Apis mellifera,Hymenoptera,body,overall development,caste,methylation,epigenetic,plasticity,Wojciechowski; Marek and Lowe; Robert and Maleszka; Joanna and Conn; Danyal and Maleszka; Ryszard and Hurd; Paul J.,Phenotypically distinct female castes in honey bees are defined by alternative chromatin states during larval development,2018,Genome Research,28,10.1101/gr.236497.118
1092,de90,Cataglyphis mauritanica,Hymenoptera,body,overall development,caste,JH,single gene/pathway,plasticity,Kuhn; Alexandre and Darras; Hugo and Aron; Serge,Phenotypic plasticity in an ant with strong caste-genotype association,2018,Biology Letters,14,10.1098/rsbl.2017.0705
1096,da26,Schistocerca gregaria,Orthoptera,body,color,social environment,JH,single gene/pathway,plasticity,Sugahara; Ryohei and Tanaka; Seiji,Environmental and hormonal control of body color polyphenism in late-instar desert locust nymphs: Role of the yellow protein,2018,Insect Biochemistry and Molecular Biology,93,10.1016/j.ibmb.2017.12.004
1096,da25,Locusta migratoria,Orthoptera,body,color,social environment,CRZ,single gene/pathway,plasticity,Sugahara; Ryohei and Tanaka; Seiji,Environmental and hormonal control of body color polyphenism in late-instar desert locust nymphs: Role of the yellow protein,2018,Insect Biochemistry and Molecular Biology,93,10.1016/j.ibmb.2017.12.004
1126,de30,Ostrinia nubilalis,Lepidoptera,body,mass,diet,gene expression,transcriptomic,plasticity,Orsucci; M. and Audiot; P. and Dorkeld; F. and Pommier; A. and Vabre; M. and Gschloessl; B. and Rialle; S. and Severac; D. and Bourguet; D. and Streiff; R.,Larval transcriptomic response to host plants in two related phytophagous lepidopteran species: Implications for host specialization and species divergence,2018,BMC Genomics,19,10.1186/s12864-018-4589-x
1126,de31,Ostrinia scapulalis,Lepidoptera,body,mass,diet,gene expression,transcriptomic,plasticity,Orsucci; M. and Audiot; P. and Dorkeld; F. and Pommier; A. and Vabre; M. and Gschloessl; B. and Rialle; S. and Severac; D. and Bourguet; D. and Streiff; R.,Larval transcriptomic response to host plants in two related phytophagous lepidopteran species: Implications for host specialization and species divergence,2018,BMC Genomics,19,10.1186/s12864-018-4589-x
1159,de112,Reticulitermes flavipes,Blattodea,body,overall development,caste,gene expression,transcriptomic,plasticity,Wu; Tian and Dhami; Gurpreet K. and Thompson; Graham J,Soldier-biased gene expression in a subterranean termite implies functional specialization of the defensive caste,2018,Evolution and Development,20,10.1111/ede.12243
1302,de208,Gnatocerus cornutus,Coleoptera,wing,size,diet,acetylation,epigenetic,plasticity,Ozawa; Takane and Mizuhara; Tomoko and Arata; Masataka and Shimada; Masakazu and Niimi; Teruyuki and Okada; Kensuke and Okada; Yasukazu and Ohta; Kunihiro,Histone deacetylases control module-specific phenotypic plasticity in beetle weapons,2016,Proceedings of the National Academy of Sciences of the United States of America,113,10.1073/pnas.1615688114
1302,de207,Gnatocerus cornutus,Coleoptera,mouth parts,size,diet,acetylation,epigenetic,plasticity,Ozawa; Takane and Mizuhara; Tomoko and Arata; Masataka and Shimada; Masakazu and Niimi; Teruyuki and Okada; Kensuke and Okada; Yasukazu and Ohta; Kunihiro,Histone deacetylases control module-specific phenotypic plasticity in beetle weapons,2016,Proceedings of the National Academy of Sciences of the United States of America,113,10.1073/pnas.1615688114
1306,b29,Nilaparvata lugens,Hemiptera,wing,overall development,temperature,heat shock,single gene/pathway,plasticity,Lu; Kai and Chen; Xia and Liu; Wenting and Zhou; Qiang,Characterization of heat shock cognate protein 70 gene and its differential expression in response to thermal stress between two wing morphs of Nilaparvata lugens (Stål),2016,Comparative Biochemistry and Physiology -Part A : Molecular and Integrative Physiology,199,10.1016/j.cbpa.2016.05.009
1307,da12,Acyrthosiphon pisum,Hemiptera,wing,overall development,diet,Ecdysone ,single gene/pathway,plasticity,Vellichirammal; Neetha Nanoth and Gupta; Purba and Hall; Tannice A. and Brisson; Jennifer A.,Ecdysone signaling underlies the pea aphid transgenerational wing polyphenism,2017,Proceedings of the National Academy of Sciences of the United States of America,114,10.1073/pnas.1617640114
1310,de136,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,heritability,maternal effect,plasticity,Vellichirammal; Neetha N. and Madayiputhiya; Nandakumar and Brisson; Jennifer A.,The genomewide transcriptional response underlying the pea aphid wing polyphenism,2016,Molecular ecology,25,10.1111/mec.13749
1345,b26,Timema cristinae,Phasmatodea,body,color,geography,chromosome,chromosome,plasticity,Wellenreuther; Maren,Balancing selection maintains cryptic colour morphs,2017,Molecular Ecology,26,10.1111/MEC.14406
1373,de220,Copidosoma koehleri,Hymenoptera,body,overall development,caste,methylation,epigenetic,plasticity,Shaham; Roei and Ben-Shlomo; Rachel and Motro; Uzi and Keasar; Tamar,Genome methylation patterns across castes and generations in a parasitoid wasp,2016,Ecology and Evolution,6,10.1002/ece3.2395
1448,da16,Nilaparvata lugens,Hemiptera,wing,size,social environment,insulin,single gene/pathway,plasticity,Lin; Xinda and Yao; Yun and Wang; Bo and Emlen; Douglas J. and Lavine; Laura Corley,Ecological trade-offs between migration and reproduction are mediated by the nutrition-sensitive insulin-signaling pathway,2016,International Journal of Biological Sciences,12,10.7150/ijbs.14802
1462,da19,Cardiocondyla obscurior,Hymenoptera,wing,overall development,caste,doublesex,single gene/pathway,plasticity,Klein; Antonia and Schultner; Eva and Lowak; Helena and Schrader; Lukas and Heinze; Juergen and Holman; Luke and Oettler; Jan,Evolution of Social Insect Polyphenism Facilitated by the Sex Differentiation Cascade,2016,PLoS Genetics,12,10.1371/journal.pgen.1005952
1497,de28,Schistocerca gregaria,Orthoptera,body,color,social environment,corazonin,single gene/pathway,plasticity,Sugahara; Ryohei and Saeki; Shinjiro and Jouraku; Akiya and Shiotsuki; Takahiro and Tanaka; Seiji,Knockdown of the corazonin gene reveals its critical role in the control of gregarious characteristics in the desert locust,2015,Journal of Insect Physiology,79,10.1016/j.jinsphys.2015.06.009
1512,de93,Cryptolaemus montrouzieri,Coleoptera,body,size,starvation,gene expression,transcriptomic,plasticity,Xie; Jiaqin and De Clercq; Patrick and Pan; Chang and Li; Haosen and Zhang; Yuhong and Pang; Hong,Physiological effects of compensatory growth during the larval stage of the ladybird; Cryptolaemus montrouzieri,2015,Journal of Insect Physiology,83,10.1016/j.jinsphys.2015.11.001
1607,de227,Junonia coenia,Lepidoptera,wing,color,season,gene expression,transcriptomic,plasticity,Daniels; Emily V. and Murad; Rabi and Mortazavi; Ali and Reed; Robert D.,Extensive transcriptional response associated with seasonal plasticity of butterfly wing patterns,2014,Molecular Ecology,23,10.1111/mec.12988
1614,b40,Bicyclus anynana,Lepidoptera,wing,color,season,gene expression,transcriptomic,plasticity,Monteiro; Antónia and Tong; Xiaoling and Bear; Ashley and Liew; Seng Fatt and Bhardwaj; Shivam and Wasik; Bethany R. and Dinwiddie; April and Bastianelli; Carole and Cheong; Wei Fun and Wenk; Markus R. and Cao; Hui and Prudic; Kathleen L.,Differential Expression of Ecdysone Receptor Leads to Variation in Phenotypic Plasticity across Serial Homologs,2015,PLoS Genetics,11,10.1371/journal.pgen.1005529
1641,de189,Nilaparvata lugens,Hemiptera,wing,size,social environment,InR1,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1641,de194,Nilaparvata lugens,Hemiptera,wing,size,diet,foxo,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1641,de195,Nilaparvata lugens,Hemiptera,wing,size,diet,InR1,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1641,de196,Nilaparvata lugens,Hemiptera,wing,size,diet,InR2,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1641,de191,Nilaparvata lugens,Hemiptera,wing,size,temperature,foxo,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1641,de190,Nilaparvata lugens,Hemiptera,wing,size,social environment,InR2,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1641,de188,Nilaparvata lugens,Hemiptera,wing,size,social environment,foxo,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1641,de192,Nilaparvata lugens,Hemiptera,wing,size,temperature,InR1,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1641,de193,Nilaparvata lugens,Hemiptera,wing,size,temperature,InR2,single gene/pathway,plasticity,Xu; Hai-Jun and Xue; Jian and Lu; Bo and Zhang; Xue-Chao and Zhuo; Ji-Chong and He; Shu-Fang and Ma; Xiao-Fang and Jiang; Ya-Qin and Fan; Hai-Wei and Xu; Ji-Yu and Ye; Yu-Xuan and Pan; Peng-Lu and Li; Qiao and Bao; Yan-Yuan and Nijhout; H. Frederik and Zhang; Chuan-Xi,Two insulin receptors determine alternative wing morphs in planthoppers,2015,Nature,519,10.1038/nature14286
1662,de10,Drosophila melanogaster,Diptera,trachea,size,hypoxia,insulin,single gene/pathway,plasticity,Wong; Daniel M. and Shen; Zhouyang and Owyang; Kristin E. and Martinez-Agosto; Julian A.,Insulin- and warts-dependent regulation of tracheal plasticity modulates systemic larval growth during hypoxia in Drosophila melanogaster,2014,PLoS ONE,9,10.1371/journal.pone.0115297
1662,de11,Drosophila melanogaster,Diptera,trachea,size,hypoxia,warts ,single gene/pathway,plasticity,Wong; Daniel M. and Shen; Zhouyang and Owyang; Kristin E. and Martinez-Agosto; Julian A.,Insulin- and warts-dependent regulation of tracheal plasticity modulates systemic larval growth during hypoxia in Drosophila melanogaster,2014,PLoS ONE,9,10.1371/journal.pone.0115297
1675,de37,Apis mellifera,Hymenoptera,brain,size,light,JH,single gene/pathway,plasticity,Scholl; Christina and Wang; Ying and Krischke; Markus and Mueller; Martin J. and Amdam; Gro V. and Roessler; Wolfgang,Light exposure leads to reorganization of microglomeruli in the mushroom bodies and influences juvenile hormone levels in the honeybee,2014,Developmental Neurobiology,74,10.1002/dneu.22195
1789,de185,Megoura crassicauda,Hemiptera,wing,overall development,social environment,heritability,maternal effect,plasticity,Ishikawa; Asano and Miura; Toru,Transduction of high-density signals across generations in aphid wing polyphenism,2013,Physiological Entomology,38,10.1111/phen.12022
1800,de19,Pogonomyrmex rugosus,Hymenoptera,body,overall development,caste,heritability,maternal effect,plasticity,Libbrecht; Romain and Corona; Miguel and Wende; Franziska and Azevedo; Dihego O. and Serrão; Jose E. and Keller; Laurent,Interplay between insulin signaling; juvenile hormone; and vitellogenin regulates maternal effects on polyphenism in ants,2013,Proceedings of the National Academy of Sciences of the United States of America,110,10.1073/pnas.1221781110
1876,da23,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,foraging,single gene/pathway,plasticity,Tarès; Sophie and Arthaud; Laury and Amichot; Marcel and Robichon; Alain,Environment Exploration and Colonization Behavior of the Pea Aphid Associated with the Expression of the foraging Gene,2013,PLoS ONE,8,10.1371/journal.pone.0065104
1883,da8,Coptotermes lacteus ,Blattodea,body,overall development,diet,methylation,epigenetic,plasticity,Lo; N. and Li; B. and Ujvari; B.,DNA methylation in the termite coptotermes lacteus,2012,Insectes Sociaux,59,10.1007/s00040-011-0213-7
1898,de101,Megoura crassicauda,Hemiptera,wing,overall development,social environment,heritability,maternal effect,plasticity,Ishikawa; Asano and Ishikawa; Yuki and Okada; Yasukazu and Miyazaki; Satoshi and Miyakawa; Hitoshi and Koshikawa; Shigeyuki and Brisson; Jennifer A. and Miura; Toru,Screening of Upregulated Genes Induced by High Density in the Vetch Aphid Megoura crassicauda,2012,JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY,317 A,10.1002/jez.1713
1898,de100,Megoura crassicauda,Hemiptera,wing,overall development,social environment,gene expression,transcriptomic,plasticity,Ishikawa; Asano and Ishikawa; Yuki and Okada; Yasukazu and Miyazaki; Satoshi and Miyakawa; Hitoshi and Koshikawa; Shigeyuki and Brisson; Jennifer A. and Miura; Toru,Screening of Upregulated Genes Induced by High Density in the Vetch Aphid Megoura crassicauda,2012,JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY,317 A,10.1002/jez.1713
1927,da7,Apis mellifera,Hymenoptera,body,overall development,diet,methylation,epigenetic,plasticity,Foret; Sylvain and Kucharski; Robert and Pellegrini; Matteo and Feng; Suhua and Jacobsen; Steven E. and Robinson; Gene E. and Maleszka; Ryszard,DNA methylation dynamics; metabolic fluxes; gene splicing; and alternative phenotypes in honey bees,2012,Proceedings of the National Academy of Sciences of the United States of America,109,10.1073/pnas.1202392109
1929,de44,Onthophagus taurus,Coleoptera,horn,size,social environment,heritability,maternal effect,plasticity,Buzatto; Bruno A and Tomkins; Joseph L and Simmons; Leigh W,Maternal effects on male weaponry: Female dung beetles produce major sons with longer horns when they perceive higher population density,2012,BMC Evolutionary Biology,12,10.1186/1471-2148-12-118
1941,b11,Trypoxylus dichotomus,Coleoptera,horn,size,diet,insulin,single gene/pathway,plasticity,Emlen; Douglas J. and Warren; Ian A. and Johns; Annika and Dworkin; Ian and Lavine; Laura Corley,A mechanism of extreme growth and reliable signaling in sexually selected ornaments and weapons,2012,Science,337,10.1126/science.1224286
1954,de160,Pheidole morrisi,Hymenoptera,wing,overall development,caste,gene expression,transcriptomic,plasticity,Shbailat; Seba Jamal and Abouheif; Ehab,The wing-patterning network in the wingless castes of myrmicine and formicine ant species is a mix of evolutionarily labile and non-labile genes,2013,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,320B,10.1002/jez.b.22482
1999,v26,Solenopsis invicta,Hymenoptera,body,overall development,caste,gene expression,transcriptomic,plasticity,Hunt; Brendan G. and Ometto; Lino and Wurm; Yannick and Shoemaker; DeWayne and Yi; Soojin V. and Keller; Laurent and Goodisman; Michael A. D.,Relaxed selection is a precursor to the evolution of phenotypic plasticity,2011,Proceedings of the National Academy of Sciences of the United States of America,108,10.1073/pnas.1104825108
1999,v25,Solenopsis invicta,Hymenoptera,body,overall development,caste,dN/dS,genomic,plasticity,Hunt; Brendan G. and Ometto; Lino and Wurm; Yannick and Shoemaker; DeWayne and Yi; Soojin V. and Keller; Laurent and Goodisman; Michael A. D.,Relaxed selection is a precursor to the evolution of phenotypic plasticity,2011,Proceedings of the National Academy of Sciences of the United States of America,108,10.1073/pnas.1104825108
2027,de51,Schistocerca gregaria,Orthoptera,body,overall development,social environment,gene expression,transcriptomic,plasticity,Badisco; Liesbeth and Ott; Swidbert R. and Rogers; Stephen M. and Matheson; Thomas and Knapen; Dries and Vergauwen; Lucia and Verlinden; Heleen and Marchal; Elisabeth and Sheehy; Matt R. J. and Burrows; Malcolm and Vanden Broeck; Jozef,Microarray-based transcriptomic analysis of differences between long-term gregarious and solitarious desert locusts,2011,PLoS ONE,6,10.1371/journal.pone.0028110
2027,de50,Schistocerca gregaria,Orthoptera,body,color,social environment,gene expression,transcriptomic,plasticity,Badisco; Liesbeth and Ott; Swidbert R. and Rogers; Stephen M. and Matheson; Thomas and Knapen; Dries and Vergauwen; Lucia and Verlinden; Heleen and Marchal; Elisabeth and Sheehy; Matt R. J. and Burrows; Malcolm and Vanden Broeck; Jozef,Microarray-based transcriptomic analysis of differences between long-term gregarious and solitarious desert locusts,2011,PLoS ONE,6,10.1371/journal.pone.0028110
2066,de119,Chortoicetes terminifera,Orthoptera,body,overall development,social environment,heat shock,single gene/pathway,plasticity,Chapuis; Marie-Pierre and Simpson; Stephen J. and Blondin; Laurence and Sword; Gregory A.,Taxa-specific heat shock proteins are over-expressed with crowding in the Australian plague locust,2011,Journal of Insect Physiology,57,10.1016/j.jinsphys.2011.08.011
2069,b20,Orgyia thyellina,Lepidoptera,reproductive organs,overall development,season,DH-PBAN,single gene/pathway,plasticity,Uehara; Hiroshi and Senoh; Yukiko and Yoneda; Kyohei and Kato; Yoshiomi and Shiomi; Kunihiro,An FXPRLamide neuropeptide induces seasonal reproductive polyphenism underlying a life-history tradeoff in the tussock moth,2011,PLoS ONE,6,10.1371/journal.pone.0024213
2122,de67,Locusta migratoria,Orthoptera,body,color,social environment,TEs,transposon,plasticity,Guo; W. and Wang; X. H. and Zhao; D. J. and Yang; P. C. and Kang; L.,Molecular cloning and temporal-spatial expression of I element in gregarious and solitary locusts,2010,Journal of Insect Physiology,56,10.1016/j.jinsphys.2010.05.007
2122,de66,Locusta migratoria,Orthoptera,body,overall development,social environment,TEs,transposon,plasticity,Guo; W. and Wang; X. H. and Zhao; D. J. and Yang; P. C. and Kang; L.,Molecular cloning and temporal-spatial expression of I element in gregarious and solitary locusts,2010,Journal of Insect Physiology,56,10.1016/j.jinsphys.2010.05.007
2134,da32,Lycaena tityrus,Lepidoptera,body,size,geography,gene expression,transcriptomic,plasticity,Fischer; K. and Karl; I.,Exploring plastic and genetic responses to temperature variation using copper butterflies,2010,Climate Research,43,10.3354/cr00892
2134,da33,Lycaena hippothoe,Lepidoptera,body,size,geography,gene expression,transcriptomic,plasticity,Fischer; K. and Karl; I.,Exploring plastic and genetic responses to temperature variation using copper butterflies,2010,Climate Research,43,10.3354/cr00892
2140,b46,Acyrthosiphon pisum,Hemiptera,wing,overall development,social environment,gene expression,transcriptomic,plasticity,Brisson; J. A. and Ishikawa; A. and Miura; T.,Wing development genes of the pea aphid and differential gene expression between winged and unwinged morphs,2010,Insect Molecular Biology,19,10.1111/j.1365-2583.2009.00935.x
2190,de199,Zyginidia pullula,Hemiptera,body,overall development,symbiont ,heritability,maternal effect,plasticity,Negri; Ilaria and Franchini; Antonella and Gonella; Elena and Daffonchio; Daniele and Mazzoglio; Peter John and Mandrioli; Mauro and Alma; Alberto,Unravelling the Wolbachia evolutionary role: The reprogramming of the host genomic imprinting,2009,Proceedings of the Royal Society B: Biological Sciences,276,10.1098/rspb.2009.0324
2287,de211,Reticulitermes flavipes,Blattodea,body,overall development,caste,hexamerin ,single gene/pathway,plasticity,Zhou; Xuguo and Tarver; Matthew R. and Scharf; Michael E.,Hexamerin-based regulation of juvenile hormone-dependent gene expression underlies phenotypic plasticity in a social insect,2007,Development,134,10.1242/dev.02755
2287,de212,Reticulitermes flavipes,Blattodea,body,overall development,caste,gene expression,transcriptomic,plasticity,Zhou; Xuguo and Tarver; Matthew R. and Scharf; Michael E.,Hexamerin-based regulation of juvenile hormone-dependent gene expression underlies phenotypic plasticity in a social insect,2007,Development,134,10.1242/dev.02755
2352,de3,Trichoplusia ni,Lepidoptera,body,mass,diet,gene expression,transcriptomic,plasticity,Freitak; Dalial and Wheat; Christopher W. and Heckel; David G. and Vogel; Heiko,Immune system responses and fitness costs associated with consumption of bacteria in larvae of Trichoplusia ni,2007,BMC Biology,5,10.1186/1741-7007-5-56
2355,de197,Bicyclus anynana,Lepidoptera,wing,color,temperature,b-HLH-protein,single gene/pathway,plasticity,Battaglia; Piero A. and Ponti; Donatella and Gigliani; Franca,Two phenotypes with a single genotype: The case of butterfly,2006,Caryologia,59,NA
2472,de131,Papilio polyxenes,Lepidoptera,body,color,season,gene expression,transcriptomic,plasticity,Hazel; Wade N.,The environmental and genetic control of seasonal polyphenism in larval color and its adaptive significance in a swallowtail butterfly,2002,Evolution,56,10.1111/j.0014-3820.2002.tb01344.x
2562,de200,Drosophila melanogaster,Diptera,brain,size,light,cAMP,single gene/pathway,plasticity,Barth; Martin and Heisenberg; Martin,Vision affects mushroom bodies and central complex in Drosophila melanogaster,1997,Learning and Memory,4,10.1101/lm.4.2.219
2601,de113,Cardiocondyla obscurior,Hymenoptera,body,overall development,caste,gene expression,transcriptomic,plasticity,Schrader; Lukas and Simola; Daniel F. and Heinze; Juergen and Oettler; Jan,Sphingolipids; Transcription Factors; and Conserved Toolkit Genes: Developmental Plasticity in the Ant <i>Cardiocondyla obscurior</i>,2015,MOLECULAR BIOLOGY AND EVOLUTION,32,10.1093/molbev/msv039
2624,de52,Bombus terrestris,Hymenoptera,body,overall development,caste,miRNAs,non-coding RNA,plasticity,Collins; David H. and Mohorianu; Irina and Beckers; Matthew and Moulton; Vincent and Dalmay; Tamas and Bourke; Andrew F. G.,MicroRNAs Associated with Caste Determination and Differentiation in a Primitively Eusocial Insect,2017,SCIENTIFIC REPORTS,7,10.1038/srep45674
2644,de173,Spodoptera frugiperda,Lepidoptera,body,mass,diet,gene expression,transcriptomic,plasticity,Silva-Brandao; Karina Lucas and Horikoshi; Renato Jun and Bernardi; Daniel and Omoto; Celso and Figueira; Antonio and Brandao; Marcelo Mendes,Transcript expression plasticity as a response to alternative larval host plants in the speciation process of corn and rice strains of <i>Spodoptera frugiperda</i>,2017,BMC GENOMICS,18,10.1186/s12864-017-4170-z
2646,da18,Arctia plantaginis,Lepidoptera,body,color,temperature,gene expression,transcriptomic,plasticity,Galarza; Juan A. and Dhaygude; Kishor and Ghaedi; Behnaz and Suisto; Kaisa and Valkonen; Janne and Mappes; Johanna,Evaluating responses to temperature during pre-metamorphosis and carry-over effects at post-metamorphosis in the wood tiger moth (<i>Arctia plantaginis</i>),2019,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,374,10.1098/rstb.2019.0295
2648,de130,Ischnura elegans,Odonata,body,mass,predation,gene expression,transcriptomic,plasticity,Wos; Guillaume and Palomar; Gemma and Marszalek; Marzena and Babik; Wieslaw and Sniegula; Szymon,The effect of temperature and invasive alien predator on genetic and phenotypic variation in the damselfly <i>Ischnura elegans</i>: cross-latitude comparison,2023,FRONTIERS IN ZOOLOGY,20,10.1186/s12983-023-00494-z
2688,de82,Polistes metricus,Hymenoptera,body,overall development,caste,gene expression,transcriptomic,plasticity,Berens; Ali J. and Hunt; James H. and Toth; Amy L.,Nourishment level affects caste-related gene expression in <i>Polistes</i> wasps,2015,BMC GENOMICS,16,10.1186/s12864-015-1410-y
2695,de163,Melipona scutellaris,Hymenoptera,body,overall development,caste,Chromatin remodeling,epigenetic,plasticity,Schumann; N. A. B. and Cardoso-Junior; C. A. M. and Silva; E. H. and Ueira-Vieira; C. and Beletti; M. E. and Franco; M. B. and Bezerra-Laure; M. and Araujo; G. R. and Travencolo; B. A. N. and Bonetti; A. M.,Three-dimensional reconstruction of corpora allata nucleus reveals insights into epigenetic mechanisms of caste differentiation in Melipona scutellaris stingless bees,2019,APIDOLOGIE,50,10.1007/s13592-019-00647-2
2698,de158,Apis mellifera,Hymenoptera,body,overall development,caste,gene expression,transcriptomic,plasticity,Vojvodic; Svjetlana and Johnson; Brian R. and Harpur; Brock A. and Kent; Clement F. and Zayed; Amro and Anderson; Kirk E. and Linksvayer; Timothy A.,The transcriptomic and evolutionary signature of social interactions regulating honey bee caste development,2015,ECOLOGY AND EVOLUTION,5,10.1002/ece3.1720
2757,da13,Bicyclus anynana,Lepidoptera,abdomen,size,season,Ecdysteroid,single gene/pathway,plasticity,Oostra; Vicencio and Mateus; Ana Rita A. and van der Burg; Karin R. L. and Piessens; Thomas and van Eijk; Marleen and Brakefield; Paul M. and Beldade; Patricia and Zwaan; Bas J.,Ecdysteroid Hormones Link the Juvenile Environment to Alternative Adult Life Histories in a Seasonal Insect,2014,AMERICAN NATURALIST,184,10.1086/677260
2760,de198,Apis mellifera,Hymenoptera,body,overall development,caste,gene expression,transcriptomic,plasticity,Yin; Ling and Wang; Kang and Niu; Lin and Zhang; Huanxin and Chen; Yuyong and Ji; Ting and Chen; Guohong,Uncovering the Changing Gene Expression Profile of Honeybee (<i>Apis mellifera</i>) Worker Larvae Transplanted to Queen Cells,2018,FRONTIERS IN GENETICS,9,10.3389/fgene.2018.00416
